policy_name,coverage_term,annual_premium,provider,sum_assured,critical_illness,type,age_until,gender,smoker,age,most_notable_5,market_share_top,local_companies,provide_ci,provide_hospital_ins,entered_sg
DIRECT - Term,33,2076,China Taiping Insurance (Singapore) Pte. Ltd.,400000,1,term,65,f,1,32,0,0,0,1,0,2003
DIRECT - PRUprotect term @ 65,33,2156,Prudential Assurance Company Singapore (Pte) Limited,400000,1,term,65,f,1,32,1,1,0,1,1,1931
DIRECT - AIA Term Cover,34,2184,AIA Singapore,400000,1,term,65,f,1,32,1,1,0,1,1,1931
DIRECT Star Term (non-renewable),33,2289,Income Insurance Limited,400000,1,term,65,f,1,32,1,1,1,1,1,1970
DIRECT - Etiqa term life,35,77,Etiqa Insurance Pte. Ltd.,100000,0,term,65,m,0,30,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level),35,95,Tokio Marine Life Insurance Singapore Ltd,100000,0,term,65,m,0,30,0,0,0,1,0,1923
DIRECT - Term,35,106,China Taiping Insurance (Singapore) Pte. Ltd.,100000,0,term,65,m,0,30,0,0,0,1,0,2003
DIRECT - PRUprotect term @ 65,35,113,Prudential Assurance Company Singapore (Pte) Limited,100000,0,term,65,m,0,30,1,1,0,1,1,1931
DIRECT - China Life Term Plan,35,114,China Life Insurance (Singapore) Pte. Ltd.,100000,0,term,65,m,0,30,0,0,0,1,0,2015
DIRECT - Term Life,35,116,FWD SINGAPORE PTE. LTD.,100000,0,term,65,m,0,30,0,0,0,1,0,2016
DIRECT - AIA Term Cover,36,117,AIA Singapore,100000,0,term,65,m,0,30,1,1,0,1,1,1931
DIRECT - Great Term,35,119,Great Eastern Life,100000,0,term,65,m,0,30,1,1,1,1,1,1908
Direct-LICS New Secure Future Term Plan,35,120,LIC (Singapore) Pte Ltd,100000,0,term,65,m,0,30,0,0,0,0,0,2013
DIRECT Star Term (non-renewable),35,123,Income Insurance Limited,100000,0,term,65,m,0,30,1,1,1,1,1,1970
DIRECT - HSBC Life - Term Lite,36,129,HSBC Life (Singapore) Pte. Ltd.,100000,0,term,65,m,0,30,0,1,0,1,1,2022
DIRECT - Singlife Term Life,35,129,Singapore Life Ltd.,100000,0,term,65,m,0,30,0,1,1,1,1,2022
DIRECT- ManuAssure Term,36,148,Manulife (Singapore) Pte. Ltd.,100000,0,term,65,m,0,30,1,1,0,1,0,1899
DIRECT - Etiqa term life,35,66,Etiqa Insurance Pte. Ltd.,100000,0,term,65,f,0,30,0,0,0,1,0,2007
DIRECT - Term,35,79,China Taiping Insurance (Singapore) Pte. Ltd.,100000,0,term,65,f,0,30,0,0,0,1,0,2003
DIRECT - Term Life,35,81,FWD SINGAPORE PTE. LTD.,100000,0,term,65,f,0,30,0,0,0,1,0,2016
DIRECT - Great Term,35,84,Great Eastern Life,100000,0,term,65,f,0,30,1,1,1,1,1,1908
DIRECT - PRUprotect term @ 65,35,84,Prudential Assurance Company Singapore (Pte) Limited,100000,0,term,65,f,0,30,1,1,0,1,1,1931
Direct-LICS New Secure Future Term Plan,35,88,LIC (Singapore) Pte Ltd,100000,0,term,65,f,0,30,0,0,0,0,0,2013
DIRECT- TM Basic Term (Level),35,88,Tokio Marine Life Insurance Singapore Ltd,100000,0,term,65,f,0,30,0,0,0,1,0,1923
DIRECT - China Life Term Plan,35,90,China Life Insurance (Singapore) Pte. Ltd.,100000,0,term,65,f,0,30,0,0,0,1,0,2015
DIRECT Star Term (non-renewable),35,92,Income Insurance Limited,100000,0,term,65,f,0,30,1,1,1,1,1,1970
DIRECT - AIA Term Cover,36,93,AIA Singapore,100000,0,term,65,f,0,30,1,1,0,1,1,1931
DIRECT - HSBC Life - Term Lite,36,94,HSBC Life (Singapore) Pte. Ltd.,100000,0,term,65,f,0,30,0,1,0,1,1,2022
DIRECT- ManuAssure Term,36,105,Manulife (Singapore) Pte. Ltd.,100000,0,term,65,f,0,30,1,1,0,1,0,1899
DIRECT - Singlife Term Life,35,110,Singapore Life Ltd.,100000,0,term,65,f,0,30,0,1,1,1,1,2022
DIRECT - Etiqa term life,35,132,Etiqa Insurance Pte. Ltd.,100000,0,term,65,m,1,30,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level),35,140,Tokio Marine Life Insurance Singapore Ltd,100000,0,term,65,m,1,30,0,0,0,1,0,1923
Direct-LICS New Secure Future Term Plan,35,150,LIC (Singapore) Pte Ltd,100000,0,term,65,m,1,30,0,0,0,0,0,2013
DIRECT - China Life Term Plan,35,159,China Life Insurance (Singapore) Pte. Ltd.,100000,0,term,65,m,1,30,0,0,0,1,0,2015
DIRECT - Great Term,35,164,Great Eastern Life,100000,0,term,65,m,1,30,1,1,1,1,1,1908
DIRECT - Term Life,35,171,FWD SINGAPORE PTE. LTD.,100000,0,term,65,m,1,30,0,0,0,1,0,2016
DIRECT - HSBC Life - Term Lite,36,178,HSBC Life (Singapore) Pte. Ltd.,100000,0,term,65,m,1,30,0,1,0,1,1,2022
DIRECT - Singlife Term Life,35,179,Singapore Life Ltd.,100000,0,term,65,m,1,30,0,1,1,1,1,2022
DIRECT - PRUprotect term @ 65,35,186,Prudential Assurance Company Singapore (Pte) Limited,100000,0,term,65,m,1,30,1,1,0,1,1,1931
DIRECT Star Term (non-renewable),35,207,Income Insurance Limited,100000,0,term,65,m,1,30,1,1,1,1,1,1970
DIRECT - AIA Term Cover,36,221,AIA Singapore,100000,0,term,65,m,1,30,1,1,0,1,1,1931
DIRECT - Term,35,226,China Taiping Insurance (Singapore) Pte. Ltd.,100000,0,term,65,m,1,30,0,0,0,1,0,2003
DIRECT- ManuAssure Term,36,228,Manulife (Singapore) Pte. Ltd.,100000,0,term,65,m,1,30,1,1,0,1,0,1899
DIRECT - Term Life,35,112,FWD SINGAPORE PTE. LTD.,100000,0,term,65,f,1,30,0,0,0,1,0,2016
DIRECT - Great Term,35,112,Great Eastern Life,100000,0,term,65,f,1,30,1,1,1,1,1,1908
DIRECT - Etiqa term life,35,114,Etiqa Insurance Pte. Ltd.,100000,0,term,65,f,1,30,0,0,0,1,0,2007
Direct-LICS New Secure Future Term Plan,35,116,LIC (Singapore) Pte Ltd,100000,0,term,65,f,1,30,0,0,0,0,0,2013
DIRECT - HSBC Life - Term Lite,36,119,HSBC Life (Singapore) Pte. Ltd.,100000,0,term,65,f,1,30,0,1,0,1,1,2022
DIRECT - China Life Term Plan,35,122,China Life Insurance (Singapore) Pte. Ltd.,100000,0,term,65,f,1,30,0,0,0,1,0,2015
DIRECT- TM Basic Term (Level),35,123,Tokio Marine Life Insurance Singapore Ltd,100000,0,term,65,f,1,30,0,0,0,1,0,1923
DIRECT - PRUprotect term @ 65,35,135,Prudential Assurance Company Singapore (Pte) Limited,100000,0,term,65,f,1,30,1,1,0,1,1,1931
DIRECT - Singlife Term Life,35,141,Singapore Life Ltd.,100000,0,term,65,f,1,30,0,1,1,1,1,2022
DIRECT- ManuAssure Term,36,145,Manulife (Singapore) Pte. Ltd.,100000,0,term,65,f,1,30,1,1,0,1,0,1899
DIRECT Star Term (non-renewable),35,155,Income Insurance Limited,100000,0,term,65,f,1,30,1,1,1,1,1,1970
DIRECT - AIA Term Cover,36,157,AIA Singapore,100000,0,term,65,f,1,30,1,1,0,1,1,1931
DIRECT - Term,35,180,China Taiping Insurance (Singapore) Pte. Ltd.,100000,0,term,65,f,1,30,0,0,0,1,0,2003
DIRECT - Etiqa term life with CI,35,204,Etiqa Insurance Pte. Ltd.,100000,1,term,65,m,0,30,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),35,227,Tokio Marine Life Insurance Singapore Ltd,100000,1,term,65,m,0,30,0,0,0,1,0,1923
DIRECT - Great Term with Optional DIRECT - Great Critical Care,35,230,Great Eastern Life,100000,1,term,65,m,0,30,1,1,1,1,1,1908
DIRECT - HSBC Life - Term Lite and Termcare,36,243,HSBC Life (Singapore) Pte. Ltd.,100000,1,term,65,m,0,30,0,1,0,1,1,2022
DIRECT - Term Life,35,245,FWD SINGAPORE PTE. LTD.,100000,1,term,65,m,0,30,0,0,0,1,0,2016
DIRECT - Term,35,252,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,0,30,0,0,0,1,0,2003
DIRECT - Singlife Term Life,35,255,Singapore Life Ltd.,100000,1,term,65,m,0,30,0,1,1,1,1,2022
DIRECT Star Term (non-renewable),35,268,Income Insurance Limited,100000,1,term,65,m,0,30,1,1,1,1,1,1970
DIRECT - China Life Term Plan,35,276,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,0,30,0,0,0,1,0,2015
DIRECT - PRUprotect term @ 65,35,291,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,m,0,30,1,1,0,1,1,1931
DIRECT- ManuAssure Term (with CI),36,304,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,m,0,30,1,1,0,1,0,1899
DIRECT - AIA Term Cover,36,332,AIA Singapore,100000,1,term,65,m,0,30,1,1,0,1,1,1931
DIRECT - Term Life,35,198,FWD SINGAPORE PTE. LTD.,100000,1,term,65,f,0,30,0,0,0,1,0,2016
DIRECT - HSBC Life - Term Lite and Termcare,36,227,HSBC Life (Singapore) Pte. Ltd.,100000,1,term,65,f,0,30,0,1,0,1,1,2022
DIRECT - Singlife Term Life,35,232,Singapore Life Ltd.,100000,1,term,65,f,0,30,0,1,1,1,1,2022
DIRECT - Great Term with Optional DIRECT - Great Critical Care,35,238,Great Eastern Life,100000,1,term,65,f,0,30,1,1,1,1,1,1908
DIRECT - Etiqa term life with CI,35,243,Etiqa Insurance Pte. Ltd.,100000,1,term,65,f,0,30,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),35,248,Tokio Marine Life Insurance Singapore Ltd,100000,1,term,65,f,0,30,0,0,0,1,0,1923
DIRECT - China Life Term Plan,35,263,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,0,30,0,0,0,1,0,2015
DIRECT - Term,35,263,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,0,30,0,0,0,1,0,2003
DIRECT- ManuAssure Term (with CI),36,279,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,f,0,30,1,1,0,1,0,1899
DIRECT Star Term (non-renewable),35,309,Income Insurance Limited,100000,1,term,65,f,0,30,1,1,1,1,1,1970
DIRECT - PRUprotect term @ 65,35,320,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,f,0,30,1,1,0,1,1,1931
DIRECT - AIA Term Cover,36,332,AIA Singapore,100000,1,term,65,f,0,30,1,1,0,1,1,1931
DIRECT - Etiqa term life with CI,35,317,Etiqa Insurance Pte. Ltd.,100000,1,term,65,m,1,30,0,0,0,1,0,2007
DIRECT - Great Term with Optional DIRECT - Great Critical Care,35,345,Great Eastern Life,100000,1,term,65,m,1,30,1,1,1,1,1,1908
DIRECT- TM Basic Term (Level) (+ Critical Illness),35,355,Tokio Marine Life Insurance Singapore Ltd,100000,1,term,65,m,1,30,0,0,0,1,0,1923
DIRECT - HSBC Life - Term Lite and Termcare,36,356,HSBC Life (Singapore) Pte. Ltd.,100000,1,term,65,m,1,30,0,1,0,1,1,2022
DIRECT - Term Life,35,375,FWD SINGAPORE PTE. LTD.,100000,1,term,65,m,1,30,0,0,0,1,0,2016
DIRECT - Singlife Term Life,35,378,Singapore Life Ltd.,100000,1,term,65,m,1,30,0,1,1,1,1,2022
DIRECT - China Life Term Plan,35,400,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,1,30,0,0,0,1,0,2015
DIRECT - PRUprotect term @ 65,35,444,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,m,1,30,1,1,0,1,1,1931
DIRECT- ManuAssure Term (with CI),36,475,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,m,1,30,1,1,0,1,0,1899
DIRECT Star Term (non-renewable),35,498,Income Insurance Limited,100000,1,term,65,m,1,30,1,1,1,1,1,1970
DIRECT - Term,35,505,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,1,30,0,0,0,1,0,2003
DIRECT - AIA Term Cover,36,544,AIA Singapore,100000,1,term,65,m,1,30,1,1,0,1,1,1931
DIRECT - Singlife Term Life,35,301,Singapore Life Ltd.,100000,1,term,65,f,1,30,0,1,1,1,1,2022
DIRECT - Term Life,35,315,FWD SINGAPORE PTE. LTD.,100000,1,term,65,f,1,30,0,0,0,1,0,2016
DIRECT - Great Term with Optional DIRECT - Great Critical Care,35,324,Great Eastern Life,100000,1,term,65,f,1,30,1,1,1,1,1,1908
DIRECT - HSBC Life - Term Lite and Termcare,36,324,HSBC Life (Singapore) Pte. Ltd.,100000,1,term,65,f,1,30,0,1,0,1,1,2022
DIRECT - Etiqa term life with CI,35,337,Etiqa Insurance Pte. Ltd.,100000,1,term,65,f,1,30,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),35,365,Tokio Marine Life Insurance Singapore Ltd,100000,1,term,65,f,1,30,0,0,0,1,0,1923
DIRECT - China Life Term Plan,35,395,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,1,30,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),36,414,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,f,1,30,1,1,0,1,0,1899
DIRECT - PRUprotect term @ 65,35,483,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,f,1,30,1,1,0,1,1,1931
DIRECT - AIA Term Cover,36,516,AIA Singapore,100000,1,term,65,f,1,30,1,1,0,1,1,1931
DIRECT - Term,35,526,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,1,30,0,0,0,1,0,2003
DIRECT Star Term (non-renewable),35,575,Income Insurance Limited,100000,1,term,65,f,1,30,1,1,1,1,1,1970
DIRECT - Etiqa term life,35,134,Etiqa Insurance Pte. Ltd.,200000,0,term,65,m,0,30,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level),35,153,Tokio Marine Life Insurance Singapore Ltd,200000,0,term,65,m,0,30,0,0,0,1,0,1923
DIRECT - Term,35,173,China Taiping Insurance (Singapore) Pte. Ltd.,200000,0,term,65,m,0,30,0,0,0,1,0,2003
DIRECT - HSBC Life - Term Lite,36,173,HSBC Life (Singapore) Pte. Ltd.,200000,0,term,65,m,0,30,0,1,0,1,1,2022
DIRECT - China Life Term Plan,35,198,China Life Insurance (Singapore) Pte. Ltd.,200000,0,term,65,m,0,30,0,0,0,1,0,2015
DIRECT Star Term (non-renewable),35,198,Income Insurance Limited,200000,0,term,65,m,0,30,1,1,1,1,1,1970
DIRECT - Singlife Term Life,35,216,Singapore Life Ltd.,200000,0,term,65,m,0,30,0,1,1,1,1,2022
DIRECT - Great Term,35,218,Great Eastern Life,200000,0,term,65,m,0,30,1,1,1,1,1,1908
DIRECT - PRUprotect term @ 65,35,226,Prudential Assurance Company Singapore (Pte) Limited,200000,0,term,65,m,0,30,1,1,0,1,1,1931
DIRECT - Term Life,35,232,FWD SINGAPORE PTE. LTD.,200000,0,term,65,m,0,30,0,0,0,1,0,2016
DIRECT - AIA Term Cover,36,234,AIA Singapore,200000,0,term,65,m,0,30,1,1,0,1,1,1931
Direct-LICS New Secure Future Term Plan,35,240,LIC (Singapore) Pte Ltd,200000,0,term,65,m,0,30,0,0,0,0,0,2013
DIRECT- ManuAssure Term,36,295,Manulife (Singapore) Pte. Ltd.,200000,0,term,65,m,0,30,1,1,0,1,0,1899
DIRECT - Etiqa term life,35,112,Etiqa Insurance Pte. Ltd.,200000,0,term,65,f,0,30,0,0,0,1,0,2007
DIRECT - HSBC Life - Term Lite,36,126,HSBC Life (Singapore) Pte. Ltd.,200000,0,term,65,f,0,30,0,1,0,1,1,2022
DIRECT - Term,35,129,China Taiping Insurance (Singapore) Pte. Ltd.,200000,0,term,65,f,0,30,0,0,0,1,0,2003
DIRECT - Great Term,35,148,Great Eastern Life,200000,0,term,65,f,0,30,1,1,1,1,1,1908
DIRECT Star Term (non-renewable),35,148,Income Insurance Limited,200000,0,term,65,f,0,30,1,1,1,1,1,1970
DIRECT- TM Basic Term (Level),35,149,Tokio Marine Life Insurance Singapore Ltd,200000,0,term,65,f,0,30,0,0,0,1,0,1923
DIRECT - China Life Term Plan,35,150,China Life Insurance (Singapore) Pte. Ltd.,200000,0,term,65,f,0,30,0,0,0,1,0,2015
DIRECT - Term Life,35,162,FWD SINGAPORE PTE. LTD.,200000,0,term,65,f,0,30,0,0,0,1,0,2016
DIRECT - PRUprotect term @ 65,35,168,Prudential Assurance Company Singapore (Pte) Limited,200000,0,term,65,f,0,30,1,1,0,1,1,1931
Direct-LICS New Secure Future Term Plan,35,176,LIC (Singapore) Pte Ltd,200000,0,term,65,f,0,30,0,0,0,0,0,2013
DIRECT - Singlife Term Life,35,184,Singapore Life Ltd.,200000,0,term,65,f,0,30,0,1,1,1,1,2022
DIRECT - AIA Term Cover,36,186,AIA Singapore,200000,0,term,65,f,0,30,1,1,0,1,1,1931
DIRECT- ManuAssure Term,36,211,Manulife (Singapore) Pte. Ltd.,200000,0,term,65,f,0,30,1,1,0,1,0,1899
DIRECT - HSBC Life - Term Lite,36,239,HSBC Life (Singapore) Pte. Ltd.,200000,0,term,65,m,1,30,0,1,0,1,1,2022
DIRECT - Etiqa term life,35,244,Etiqa Insurance Pte. Ltd.,200000,0,term,65,m,1,30,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level),35,249,Tokio Marine Life Insurance Singapore Ltd,200000,0,term,65,m,1,30,0,0,0,1,0,1923
DIRECT - China Life Term Plan,35,288,China Life Insurance (Singapore) Pte. Ltd.,200000,0,term,65,m,1,30,0,0,0,1,0,2015
Direct-LICS New Secure Future Term Plan,35,300,LIC (Singapore) Pte Ltd,200000,0,term,65,m,1,30,0,0,0,0,0,2013
DIRECT - Singlife Term Life,35,300,Singapore Life Ltd.,200000,0,term,65,m,1,30,0,1,1,1,1,2022
DIRECT - Great Term,35,308,Great Eastern Life,200000,0,term,65,m,1,30,1,1,1,1,1,1908
DIRECT Star Term (non-renewable),35,330,Income Insurance Limited,200000,0,term,65,m,1,30,1,1,1,1,1,1970
DIRECT - Term Life,35,342,FWD SINGAPORE PTE. LTD.,200000,0,term,65,m,1,30,0,0,0,1,0,2016
DIRECT - Term,35,369,China Taiping Insurance (Singapore) Pte. Ltd.,200000,0,term,65,m,1,30,0,0,0,1,0,2003
DIRECT - PRUprotect term @ 65,35,372,Prudential Assurance Company Singapore (Pte) Limited,200000,0,term,65,m,1,30,1,1,0,1,1,1931
DIRECT - AIA Term Cover,36,442,AIA Singapore,200000,0,term,65,m,1,30,1,1,0,1,1,1931
DIRECT- ManuAssure Term,36,456,Manulife (Singapore) Pte. Ltd.,200000,0,term,65,m,1,30,1,1,0,1,0,1899
DIRECT - HSBC Life - Term Lite,36,159,HSBC Life (Singapore) Pte. Ltd.,200000,0,term,65,f,1,30,0,1,0,1,1,2022
DIRECT - Great Term,35,204,Great Eastern Life,200000,0,term,65,f,1,30,1,1,1,1,1,1908
DIRECT - Etiqa term life,35,208,Etiqa Insurance Pte. Ltd.,200000,0,term,65,f,1,30,0,0,0,1,0,2007
DIRECT - China Life Term Plan,35,214,China Life Insurance (Singapore) Pte. Ltd.,200000,0,term,65,f,1,30,0,0,0,1,0,2015
DIRECT- TM Basic Term (Level),35,215,Tokio Marine Life Insurance Singapore Ltd,200000,0,term,65,f,1,30,0,0,0,1,0,1923
DIRECT - Term Life,35,224,FWD SINGAPORE PTE. LTD.,200000,0,term,65,f,1,30,0,0,0,1,0,2016
Direct-LICS New Secure Future Term Plan,35,231,LIC (Singapore) Pte Ltd,200000,0,term,65,f,1,30,0,0,0,0,0,2013
DIRECT - Singlife Term Life,35,236,Singapore Life Ltd.,200000,0,term,65,f,1,30,0,1,1,1,1,2022
DIRECT Star Term (non-renewable),35,247,Income Insurance Limited,200000,0,term,65,f,1,30,1,1,1,1,1,1970
DIRECT - PRUprotect term @ 65,35,270,Prudential Assurance Company Singapore (Pte) Limited,200000,0,term,65,f,1,30,1,1,0,1,1,1931
DIRECT- ManuAssure Term,36,289,Manulife (Singapore) Pte. Ltd.,200000,0,term,65,f,1,30,1,1,0,1,0,1899
DIRECT - Term,35,295,China Taiping Insurance (Singapore) Pte. Ltd.,200000,0,term,65,f,1,30,0,0,0,1,0,2003
DIRECT - AIA Term Cover,36,314,AIA Singapore,200000,0,term,65,f,1,30,1,1,0,1,1,1931
DIRECT - Etiqa term life with CI,35,388,Etiqa Insurance Pte. Ltd.,200000,1,term,65,m,0,30,0,0,0,1,0,2007
DIRECT - HSBC Life - Term Lite and Termcare,36,401,HSBC Life (Singapore) Pte. Ltd.,200000,1,term,65,m,0,30,0,1,0,1,1,2022
DIRECT- TM Basic Term (Level) (+ Critical Illness),35,403,Tokio Marine Life Insurance Singapore Ltd,200000,1,term,65,m,0,30,0,0,0,1,0,1923
DIRECT - Great Term with Optional DIRECT - Great Critical Care,35,441,Great Eastern Life,200000,1,term,65,m,0,30,1,1,1,1,1,1908
DIRECT - Term,35,464,China Taiping Insurance (Singapore) Pte. Ltd.,200000,1,term,65,m,0,30,0,0,0,1,0,2003
DIRECT - Singlife Term Life,35,469,Singapore Life Ltd.,200000,1,term,65,m,0,30,0,1,1,1,1,2022
DIRECT Star Term (non-renewable),35,486,Income Insurance Limited,200000,1,term,65,m,0,30,1,1,1,1,1,1970
DIRECT - Term Life,35,490,FWD SINGAPORE PTE. LTD.,200000,1,term,65,m,0,30,0,0,0,1,0,2016
DIRECT - China Life Term Plan,35,522,China Life Insurance (Singapore) Pte. Ltd.,200000,1,term,65,m,0,30,0,0,0,1,0,2015
DIRECT - PRUprotect term @ 65,35,582,Prudential Assurance Company Singapore (Pte) Limited,200000,1,term,65,m,0,30,1,1,0,1,1,1931
DIRECT- ManuAssure Term (with CI),36,609,Manulife (Singapore) Pte. Ltd.,200000,1,term,65,m,0,30,1,1,0,1,0,1899
DIRECT - AIA Term Cover,36,664,AIA Singapore,200000,1,term,65,m,0,30,1,1,0,1,1,1931
DIRECT - HSBC Life - Term Lite and Termcare,36,392,HSBC Life (Singapore) Pte. Ltd.,200000,1,term,65,f,0,30,0,1,0,1,1,2022
DIRECT - Term Life,35,396,FWD SINGAPORE PTE. LTD.,200000,1,term,65,f,0,30,0,0,0,1,0,2016
DIRECT - Singlife Term Life,35,429,Singapore Life Ltd.,200000,1,term,65,f,0,30,0,1,1,1,1,2022
DIRECT- TM Basic Term (Level) (+ Critical Illness),35,453,Tokio Marine Life Insurance Singapore Ltd,200000,1,term,65,f,0,30,0,0,0,1,0,1923
DIRECT - Great Term with Optional DIRECT - Great Critical Care,35,456,Great Eastern Life,200000,1,term,65,f,0,30,1,1,1,1,1,1908
DIRECT - Etiqa term life with CI,35,466,Etiqa Insurance Pte. Ltd.,200000,1,term,65,f,0,30,0,0,0,1,0,2007
DIRECT - China Life Term Plan,35,496,China Life Insurance (Singapore) Pte. Ltd.,200000,1,term,65,f,0,30,0,0,0,1,0,2015
DIRECT - Term,35,498,China Taiping Insurance (Singapore) Pte. Ltd.,200000,1,term,65,f,0,30,0,0,0,1,0,2003
DIRECT- ManuAssure Term (with CI),36,559,Manulife (Singapore) Pte. Ltd.,200000,1,term,65,f,0,30,1,1,0,1,0,1899
DIRECT Star Term (non-renewable),35,582,Income Insurance Limited,200000,1,term,65,f,0,30,1,1,1,1,1,1970
DIRECT - PRUprotect term @ 65,35,640,Prudential Assurance Company Singapore (Pte) Limited,200000,1,term,65,f,0,30,1,1,0,1,1,1931
DIRECT - AIA Term Cover,36,664,AIA Singapore,200000,1,term,65,f,0,30,1,1,0,1,1,1931
DIRECT - HSBC Life - Term Lite and Termcare,36,595,HSBC Life (Singapore) Pte. Ltd.,200000,1,term,65,m,1,30,0,1,0,1,1,2022
DIRECT - Etiqa term life with CI,35,614,Etiqa Insurance Pte. Ltd.,200000,1,term,65,m,1,30,0,0,0,1,0,2007
DIRECT - Great Term with Optional DIRECT - Great Critical Care,35,670,Great Eastern Life,200000,1,term,65,m,1,30,1,1,1,1,1,1908
DIRECT- TM Basic Term (Level) (+ Critical Illness),35,675,Tokio Marine Life Insurance Singapore Ltd,200000,1,term,65,m,1,30,0,0,0,1,0,1923
DIRECT - Singlife Term Life,35,699,Singapore Life Ltd.,200000,1,term,65,m,1,30,0,1,1,1,1,2022
DIRECT - Term Life,35,750,FWD SINGAPORE PTE. LTD.,200000,1,term,65,m,1,30,0,0,0,1,0,2016
DIRECT - China Life Term Plan,35,770,China Life Insurance (Singapore) Pte. Ltd.,200000,1,term,65,m,1,30,0,0,0,1,0,2015
DIRECT - PRUprotect term @ 65,35,888,Prudential Assurance Company Singapore (Pte) Limited,200000,1,term,65,m,1,30,1,1,0,1,1,1931
DIRECT Star Term (non-renewable),35,914,Income Insurance Limited,200000,1,term,65,m,1,30,1,1,1,1,1,1970
DIRECT - Term,35,928,China Taiping Insurance (Singapore) Pte. Ltd.,200000,1,term,65,m,1,30,0,0,0,1,0,2003
DIRECT- ManuAssure Term (with CI),36,949,Manulife (Singapore) Pte. Ltd.,200000,1,term,65,m,1,30,1,1,0,1,0,1899
DIRECT - AIA Term Cover,36,1088,AIA Singapore,200000,1,term,65,m,1,30,1,1,0,1,1,1931
DIRECT - Singlife Term Life,35,556,Singapore Life Ltd.,200000,1,term,65,f,1,30,0,1,1,1,1,2022
DIRECT - HSBC Life - Term Lite and Termcare,36,569,HSBC Life (Singapore) Pte. Ltd.,200000,1,term,65,f,1,30,0,1,0,1,1,2022
DIRECT - Great Term with Optional DIRECT - Great Critical Care,35,629,Great Eastern Life,200000,1,term,65,f,1,30,1,1,1,1,1,1908
DIRECT - Term Life,35,630,FWD SINGAPORE PTE. LTD.,200000,1,term,65,f,1,30,0,0,0,1,0,2016
DIRECT - Etiqa term life with CI,35,654,Etiqa Insurance Pte. Ltd.,200000,1,term,65,f,1,30,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),35,695,Tokio Marine Life Insurance Singapore Ltd,200000,1,term,65,f,1,30,0,0,0,1,0,1923
DIRECT - China Life Term Plan,35,760,China Life Insurance (Singapore) Pte. Ltd.,200000,1,term,65,f,1,30,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),36,827,Manulife (Singapore) Pte. Ltd.,200000,1,term,65,f,1,30,1,1,0,1,0,1899
DIRECT - PRUprotect term @ 65,35,966,Prudential Assurance Company Singapore (Pte) Limited,200000,1,term,65,f,1,30,1,1,0,1,1,1931
DIRECT - Term,35,985,China Taiping Insurance (Singapore) Pte. Ltd.,200000,1,term,65,f,1,30,0,0,0,1,0,2003
DIRECT - AIA Term Cover,36,1032,AIA Singapore,200000,1,term,65,f,1,30,1,1,0,1,1,1931
DIRECT Star Term (non-renewable),35,1087,Income Insurance Limited,200000,1,term,65,f,1,30,1,1,1,1,1,1970
DIRECT - Etiqa term life,35,192,Etiqa Insurance Pte. Ltd.,300000,0,term,65,m,0,30,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level),35,201,Tokio Marine Life Insurance Singapore Ltd,300000,0,term,65,m,0,30,0,0,0,1,0,1923
DIRECT Star Term (non-renewable),35,241,Income Insurance Limited,300000,0,term,65,m,0,30,1,1,1,1,1,1970
DIRECT - Term,35,259,China Taiping Insurance (Singapore) Pte. Ltd.,300000,0,term,65,m,0,30,0,0,0,1,0,2003
DIRECT - HSBC Life - Term Lite,36,259,HSBC Life (Singapore) Pte. Ltd.,300000,0,term,65,m,0,30,0,1,0,1,1,2022
DIRECT - China Life Term Plan,35,267,China Life Insurance (Singapore) Pte. Ltd.,300000,0,term,65,m,0,30,0,0,0,1,0,2015
